,course_id,certificate type,rating,reviews,coursera plus,difficulty
170,171,Beginner,4.8,119000,True,Professional Certificate
171,172,Beginner,4.8,34000,True,Professional Certificate
172,173,Beginner,4.8,196000,True,Professional Certificate
173,174,Beginner,4.8,86000,True,Professional Certificate
174,175,Beginner,4.9,29000,True,Specialization
175,176,Beginner,4.7,7800,True,Course
176,177,Beginner,4.6,136000,True,Professional Certificate
177,178,Intermediate,4.8,145000,True,Specialization
178,179,Beginner,4.6,86000,True,Professional Certificate
179,180,Beginner,4.6,77000,True,Professional Certificate
180,181,Beginner,4.8,43000,True,Professional Certificate
181,182,Beginner,4.8,159000,True,Professional Certificate
182,183,Beginner,4.8,119000,True,Professional Certificate
183,184,Beginner,4.8,34000,True,Professional Certificate
184,185,Beginner,4.8,196000,True,Professional Certificate
185,186,Beginner,4.8,86000,True,Professional Certificate
186,187,Beginner,4.9,29000,True,Specialization
187,188,Beginner,4.7,7800,True,Course
188,189,Beginner,4.6,136000,True,Professional Certificate
189,190,Intermediate,4.8,145000,True,Specialization
190,191,Beginner,4.6,86000,True,Professional Certificate
191,192,Beginner,4.6,77000,True,Professional Certificate
192,193,Beginner,4.8,43000,True,Professional Certificate
193,194,Beginner,4.8,159000,True,Professional Certificate
194,195,Beginner,4.8,119000,True,Professional Certificate
195,196,Beginner,4.8,34000,True,Professional Certificate
196,197,Beginner,4.8,196000,True,Professional Certificate
197,198,Beginner,4.8,86000,True,Professional Certificate
198,199,Beginner,4.9,29000,True,Specialization
199,200,Beginner,4.7,7800,True,Course
200,201,Beginner,4.6,136000,True,Professional Certificate
201,202,Intermediate,4.8,145000,True,Specialization
202,203,Beginner,4.6,86000,True,Professional Certificate
203,204,Beginner,4.6,77000,True,Professional Certificate
204,205,Beginner,4.8,43000,True,Professional Certificate
205,206,Beginner,4.8,159000,True,Professional Certificate
206,207,Beginner,4.8,119000,True,Professional Certificate
207,208,Beginner,4.8,34000,True,Professional Certificate
208,209,Beginner,4.8,196000,True,Professional Certificate
209,210,Beginner,4.8,86000,True,Professional Certificate
210,211,Beginner,4.9,29000,True,Specialization
211,212,Beginner,4.7,7800,True,Course
212,213,Beginner,4.6,136000,True,Professional Certificate
213,214,Intermediate,4.8,145000,True,Specialization
