course_id,certificate type,rating,reviews,coursera plus,towards degree,difficulty
291,Specialization,4.7,265,False,False,Beginner
292,Specialization,4.8,599,False,False,Beginner
293,Course,4.9,42000,False,False,Intermediate
294,Specialization,4.6,21000,False,False,Beginner
295,Specialization,4.8,595,False,False,Beginner
296,Course,4.7,2700,False,False,Advanced
297,Specialization,4.7,2300,False,False,Beginner
298,Specialization,4.7,418,False,False,Beginner
299,Specialization,4.1,365,False,False,Advanced
300,Course,4.6,9000,False,False,Mixed
301,Specialization,3.9,1100,False,False,Intermediate
302,Specialization,4.4,675,False,False,Beginner
303,Course,4.6,4800,False,False,Beginner
304,Course,4.8,30000,False,False,Intermediate
305,Course,4.8,20000,False,False,Beginner
306,Professional Certificate,4.5,19,False,False,Beginner
307,Course,4.8,50000,False,False,Beginner
308,Professional Certificate,4.8,100,False,False,Beginner
309,Course,4.8,24000,False,False,Beginner
310,Specialization,4.8,6200,False,False,Beginner
311,Course,4.8,2400,False,False,Beginner
312,Course,4.9,7400,False,False,Beginner
313,Course,4.8,5000,False,False,Mixed
314,Specialization,4.6,3200,False,False,Beginner
315,Specialization,4.6,48000,False,False,Beginner
316,Professional Certificate,4.6,1200,False,False,Intermediate
317,Course,4.8,14000,False,False,Beginner
318,Specialization,4.7,358,False,False,Beginner
319,Course,4.8,3400,False,False,Mixed
320,Course,4.6,1800,False,False,Mixed
321,Specialization,4.5,34000,False,False,Intermediate
322,Specialization,4.7,11000,False,False,Beginner
323,Course,4.8,1500,False,False,Advanced
324,Course,4.8,4400,False,False,Mixed
325,Course,4.8,5600,False,False,Beginner
326,Specialization,4.7,371,False,False,Beginner
327,Specialization,4.7,3400,False,False,Intermediate
328,Course,4.0,726,False,False,Mixed
329,Specialization,4.6,6200,False,False,Beginner
330,Specialization,4.6,652,False,False,Intermediate
331,Specialization,4.6,22000,False,False,Beginner
332,Course,4.7,34,False,False,Beginner
333,Specialization,4.7,1200,False,False,Intermediate
334,Course,4.8,27,False,False,Beginner
335,Course,4.8,17000,False,False,Beginner
336,Specialization,4.7,1200,False,False,Beginner
337,Specialization,4.6,3000,False,False,Beginner
338,Specialization,4.7,368,False,False,Beginner
339,Specialization,4.7,2500,False,True,Intermediate
340,Specialization,4.6,8900,False,False,Intermediate
341,Specialization,4.5,652,False,False,Beginner
342,Specialization,4.5,1700,False,True,Intermediate
343,Specialization,4.8,1000,False,False,Beginner
344,Course,4.8,595,False,False,Beginner
345,Course,4.8,13000,False,False,Mixed
346,Course,4.6,1800,False,False,Beginner
347,Course,4.9,3000,False,False,Beginner
348,Specialization,4.7,7300,False,True,Beginner
349,Specialization,4.6,15000,False,False,Beginner
350,Specialization,4.8,1100,False,False,Beginner
351,Course,4.7,76,False,False,Beginner
352,Specialization,4.6,179,False,False,Beginner
353,Course,4.8,5000,False,False,Beginner
354,Course,4.6,1600,False,False,Beginner
355,Course,4.7,5000,False,False,Mixed
356,Specialization,4.8,15000,False,False,Beginner
357,Specialization,4.7,7200,False,False,Beginner
358,Course,4.7,483,False,False,Mixed
359,Course,4.7,74000,False,False,Beginner
360,Specialization,4.7,1100,False,False,Intermediate
361,Specialization,4.8,676,False,False,Beginner
362,Specialization,4.6,16000,False,False,Beginner
363,Professional Certificate,4.7,593,False,False,Beginner
364,Course,4.7,10000,False,False,Beginner
365,Course,4.8,91000,False,False,Beginner
366,Course,4.8,4400,False,False,Beginner
367,Course,4.9,2800,False,False,Advanced
368,Specialization,4.7,3000,False,False,Beginner
369,Specialization,4.7,3500,False,False,Beginner
370,Course,4.7,1700,False,False,Beginner
371,Course,4.6,4500,False,False,Intermediate
372,Course,4.9,3600,False,False,Mixed
373,Professional Certificate,4.7,1200,False,False,Intermediate
374,Professional Certificate,4.8,11000,False,False,Beginner
375,Specialization,4.7,6100,False,False,Intermediate
376,Professional Certificate,4.7,230,False,False,Beginner
377,Specialization,4.8,5100,False,False,Beginner
378,Specialization,4.8,896,False,False,Beginner
379,Course,4.6,6100,False,False,Mixed
380,Course,3.9,989,False,False,Beginner
381,Course,4.6,533,False,False,Beginner
382,Course,4.7,9100,False,False,Beginner
383,Specialization,4.8,3800,False,False,Beginner
384,Course,4.7,297,False,False,Beginner
385,Professional Certificate,4.9,9900,False,False,Beginner
386,Specialization,4.6,151,False,False,Intermediate
387,Specialization,4.5,109,False,False,Intermediate
388,Course,4.8,1400,False,False,Advanced
389,Course,4.8,11000,False,False,Mixed
390,Specialization,4.7,434,False,False,Beginner
391,Course,4.7,954,False,False,Beginner
392,Course,4.8,8700,False,False,Beginner
393,Course,4.8,3600,False,False,Beginner
394,Course,4.7,6000,False,False,Beginner
395,Specialization,4.7,3100,False,False,Beginner
396,Course,4.8,1800,False,False,Beginner
397,Specialization,4.7,6600,False,True,Intermediate
398,Specialization,4.8,2300,False,False,Beginner
399,Specialization,4.7,164,False,False,Beginner
400,Specialization,4.8,12000,False,False,Beginner
401,Course,4.8,1600,False,False,Beginner
402,Course,4.7,391,False,False,Beginner
403,Specialization,4.7,502,False,False,Intermediate
404,Professional Certificate,4.6,34,False,False,Beginner
405,Course,4.7,4100,False,False,Mixed
406,Specialization,4.7,2600,False,False,Beginner
407,Course,4.5,5000,False,False,Intermediate
408,Specialization,4.5,9300,False,False,Intermediate
409,Specialization,4.5,9300,False,False,Beginner
410,Specialization,4.8,887,False,True,Intermediate
411,Specialization,4.7,7500,False,False,Beginner
412,Course,4.7,2500,False,False,Mixed
413,Course,4.9,15000,False,False,Mixed
414,Specialization,4.8,2900,False,False,Beginner
415,Specialization,4.2,2600,False,False,Beginner
416,Specialization,4.8,1800,False,False,Beginner
417,Specialization,4.7,4200,False,False,Beginner
418,Course,4.6,339,False,False,Mixed
419,Course,4.8,3500,False,False,Beginner
420,Professional Certificate,4.8,1500,False,False,Beginner
421,Professional Certificate,4.5,19,False,False,Beginner
422,Specialization,4.7,1800,False,False,Beginner
423,Course,4.8,5000,False,False,Mixed
424,Specialization,4.6,3500,False,False,Intermediate
425,Specialization,4.3,71,False,False,Intermediate
426,Course,4.8,3700,False,False,Intermediate
427,Specialization,4.6,6100,False,False,Beginner
428,Course,4.7,753,False,False,Beginner
429,Course,4.5,982,False,False,Beginner
430,Course,4.7,21000,False,False,Beginner
431,Specialization,4.6,6800,False,False,Beginner
432,Specialization,4.5,17,False,False,Intermediate
433,Course,4.9,96000,False,False,Beginner
434,Course,4.8,1100,False,False,Intermediate
435,Specialization,4.4,75,False,False,Beginner
436,Course,4.8,20000,False,False,Intermediate
437,Specialization,4.3,353,False,True,Advanced
438,Course,4.8,783,False,False,Beginner
439,Course,4.7,16000,False,False,Beginner
440,Specialization,4.7,22000,False,False,Beginner
441,Course,4.6,1300,False,False,Beginner
442,Specialization,4.3,1200,False,False,Beginner
443,Specialization,4.7,35000,False,False,Beginner
444,Specialization,4.8,4600,False,False,Intermediate
445,Specialization,4.8,536,False,False,Beginner
446,Specialization,4.7,4300,False,False,Intermediate
447,Course,4.4,4200,False,False,Beginner
448,Specialization,4.7,11000,False,False,Beginner
449,Specialization,4.8,5400,False,False,Intermediate
450,Course,4.8,3700,False,False,Mixed
451,Course,4.7,1600,False,False,Beginner
452,Specialization,4.6,1600,False,False,Beginner
453,Course,4.7,19000,False,False,Intermediate
454,Course,4.9,553,False,False,Beginner
455,Course,4.7,607,False,False,Beginner
456,Course,4.8,761,False,False,Intermediate
457,Specialization,4.7,636,False,True,Advanced
458,Course,4.8,4300,False,False,Beginner
459,Course,4.8,19,False,False,Beginner
460,Specialization,4.8,2500,False,False,Beginner
461,Specialization,4.8,4200,False,False,Beginner
462,Course,4.8,12000,False,False,Beginner
463,Specialization,4.8,10000,False,False,Beginner
464,Course,4.9,51000,False,False,Beginner
465,Professional Certificate,4.4,296,False,False,Intermediate
466,Specialization,4.4,289,False,False,Intermediate
467,Specialization,4.5,3600,False,False,Beginner
468,Course,4.7,2300,False,False,Beginner
469,Professional Certificate,4.9,6200,False,False,Beginner
470,Course,4.9,49000,False,False,Beginner
471,Course,4.8,5000,False,False,Beginner
472,Course,4.5,1200,False,False,Beginner
473,Course,4.8,4100,False,False,Beginner
474,Specialization,4.7,4500,False,False,Beginner
475,Course,4.8,2800,False,False,Intermediate
476,Specialization,4.8,1000,False,False,Beginner
477,Course,4.7,57,False,False,Intermediate
478,Specialization,4.5,86,False,False,Intermediate
479,Specialization,4.7,3600,False,False,Beginner
480,Course,4.8,5200,False,False,Mixed
481,Course,4.8,1800,False,False,Beginner
482,Specialization,4.9,94,False,False,Beginner
483,Specialization,4.7,437,False,False,Beginner
484,Professional Certificate,4.6,235,False,False,Beginner
485,Course,4.6,486,False,False,Intermediate
486,Specialization,4.8,7400,False,False,Beginner
487,Course,4.7,4900,False,False,Beginner
488,Specialization,4.5,2900,False,False,Intermediate
489,Specialization,4.3,668,False,False,Beginner
490,Specialization,4.5,690,False,False,Beginner
491,Course,4.6,17000,False,False,Beginner
492,Course,4.6,2500,False,False,Beginner
493,Course,4.7,5900,False,False,Mixed
494,Specialization,4.7,1200,False,False,Beginner
495,Specialization,4.8,3300,False,False,Beginner
496,Course,4.7,6400,False,False,Beginner
497,Specialization,4.6,2100,False,False,Beginner
498,Course,4.7,410,False,True,Beginner
499,Specialization,4.7,4400,False,False,Beginner
500,Specialization,4.6,5100,False,False,Beginner
501,Course,4.5,29000,False,False,Beginner
502,Course,4.4,728,False,False,Beginner
503,Specialization,4.8,1400,False,False,Beginner
504,Course,4.8,1200,False,False,Beginner
505,Course,4.8,1800,False,False,Beginner
506,Course,4.8,42,False,False,Intermediate
507,Specialization,4.6,1500,False,False,Advanced
508,Professional Certificate,4.7,161,False,False,Beginner
509,Specialization,4.6,473,False,False,Beginner
510,Course,4.8,4600,False,False,Beginner
511,Specialization,4.8,4700,False,False,Beginner
512,Specialization,4.6,3800,False,False,Beginner
513,Specialization,4.6,83,False,False,Beginner
514,Specialization,4.7,17000,False,False,Beginner
515,Course,4.9,6100,False,False,Beginner
516,Course,4.9,5400,False,False,Beginner
517,Specialization,4.6,636,False,False,Beginner
518,Specialization,4.7,9200,False,False,Intermediate
519,Course,4.8,503,False,False,Beginner
520,Course,4.6,1300,False,True,Advanced
521,Specialization,4.6,105,False,False,Intermediate
522,Course,4.8,4700,False,False,Mixed
523,Course,4.7,79,False,False,Beginner
524,Professional Certificate,5.0,11,False,False,Intermediate
525,Specialization,4.7,136,False,False,Beginner
526,Course,4.9,2500,False,False,Mixed
527,Specialization,4.5,278,False,False,Beginner
528,Professional Certificate,4.4,502,False,True,Beginner
529,Course,4.9,1600,False,False,Beginner
530,Course,4.5,4400,False,False,Intermediate
531,Specialization,4.7,406,False,False,Beginner
532,Specialization,4.2,67,False,False,Beginner
533,Specialization,4.5,7000,False,False,Intermediate
534,Course,4.8,2500,False,False,Beginner
535,Specialization,4.7,311,False,False,Intermediate
536,Professional Certificate,4.6,21,False,False,Beginner
537,Course,4.6,2100,False,False,Mixed
538,Specialization,4.5,877,False,True,Beginner
539,Specialization,4.7,3600,False,False,Beginner
540,Course,4.8,5200,False,False,Mixed
541,Specialization,4.5,249,False,False,Intermediate
542,Specialization,4.6,1800,False,False,Beginner
543,Specialization,4.8,3200,False,False,Beginner
544,Specialization,4.5,129,False,False,Beginner
545,Professional Certificate,4.8,4800,False,False,Beginner
546,Course,4.6,1500,False,False,Mixed
547,Course,4.7,2000,False,False,Intermediate
548,Course,4.2,3800,False,False,Mixed
549,Specialization,4.8,2900,False,False,Intermediate
550,Specialization,4.7,2500,False,False,Beginner
551,Specialization,4.8,115,False,False,Intermediate
552,Specialization,4.6,1700,False,False,Beginner
553,Specialization,4.6,3600,False,False,Beginner
554,Course,4.8,2500,False,False,Beginner
555,Course,4.7,305,False,False,Intermediate
556,Specialization,4.8,2000,False,False,Beginner
557,Course,4.8,5600,False,False,Beginner
558,Course,4.7,1300,False,False,Intermediate
559,Specialization,4.7,2600,False,False,Beginner
560,Course,4.7,4600,False,False,Beginner
561,Specialization,4.8,862,False,False,Beginner
562,Course,4.7,17000,False,False,Intermediate
563,Specialization,4.9,4200,False,False,Beginner
564,Specialization,2.8,124,False,False,Intermediate
565,Course,4.7,3300,False,False,Beginner
566,Course,4.7,9400,False,False,Mixed
567,Course,4.9,7200,False,False,Mixed
568,Course,4.8,18000,False,False,Beginner
569,Course,4.9,167,False,False,Intermediate
570,Course,4.7,4300,False,False,Mixed
571,Specialization,4.8,39,False,False,Beginner
572,Specialization,4.6,301,False,False,Beginner
573,Specialization,4.6,2700,False,True,Intermediate
574,Course,4.7,5200,False,False,Beginner
575,Specialization,4.6,2100,False,False,Beginner
576,Specialization,4.7,530,False,False,Beginner
577,Course,4.7,6600,False,False,Beginner
578,Course,4.8,1200,False,False,Mixed
579,Course,4.8,236,False,False,Beginner
580,Specialization,4.8,598,False,False,Beginner
581,Specialization,,0,False,False,Beginner
582,Course,4.7,584,False,False,Beginner
583,Specialization,4.7,6500,False,False,Beginner
584,Course,4.8,715,False,True,Beginner
585,Specialization,4.7,12000,False,False,Beginner
586,Course,4.9,2400,False,False,Mixed
587,Course,4.8,17000,False,False,Mixed
588,Course,4.8,1900,False,False,Beginner
589,Professional Certificate,4.6,19,False,False,Beginner
590,Course,4.7,703,False,False,Advanced
591,Course,4.8,10000,False,False,Beginner
592,Course,4.5,258,False,False,Beginner
593,Specialization,4.5,730,False,False,Beginner
594,Specialization,4.9,16,False,False,Beginner
595,Course,4.9,190,False,False,Beginner
596,Course,4.8,1200,False,True,Intermediate
597,Specialization,4.8,1800,False,False,Beginner
598,Course,4.4,4300,False,False,Intermediate
599,Specialization,4.7,5900,False,False,Beginner
600,Professional Certificate,4.7,316,False,False,Beginner
601,Course,4.9,1600,False,False,Mixed
602,Specialization,4.8,18000,False,False,Beginner
603,Course,4.4,1100,False,False,Beginner
604,Specialization,4.7,7400,False,False,Beginner
605,Specialization,4.1,90,False,False,Intermediate
606,Professional Certificate,4.3,499,False,False,Intermediate
607,Course,4.9,1100,False,False,Beginner
608,Course,4.8,220,False,False,Mixed
609,Course,4.7,2500,False,False,Beginner
610,Course,4.8,1400,False,False,Beginner
611,Specialization,4.7,3200,False,False,Intermediate
